client_id,name,lastname,ID,email,phone,country,city,address,fecha_registro,fecha_nacimiento,genero,estado,canal
CL-00037,淑华,郭,SIM-1342968K,leixiao@example.com,+86 674044541,China,惠州县,澳门特别行政区淮安县浔阳台北路y座 986168,2024-12-17,1989-08-16,Masculino,Activo,Tienda física
CL-00038,Julia,Richardson,SIM-Y1342922K,ydavenport@example.org,+1 659110734,Canadá,Christineburgh,"93354 Davis Bypass, Rochaberg, NU A8S6P6",2025-08-03,1982-05-21,Femenino,Activo,Referido
CL-00039,Tracy,Cox,SIM-Z2835135V,kimberlyhatfield@example.org,+1 626870644,Estados Unidos,Jamieburgh,"985 Donna Manor, Martinland, NC 56365",2024-10-17,1988-10-28,Otro,Activo,Instagram
CL-00040,裕太,渡辺,SIM-X0732454L,akemiyamazaki@example.org,+81 638169403,Japón,大網白里市,山形県鎌ケ谷市山中新田30丁目19番8号 千束ハイツ673,2025-03-14,1967-12-11,Femenino,Suspendido,Referido
CL-00041,涛,王,SIM-X0100265P,nyao@example.net,+86 697054076,China,英市,河北省淑英县吉区六安街h座 949899,2024-01-02,1965-10-15,Femenino,Activo,Web
CL-00042,Caleb,Fonseca,SIM-Y1149890M,isabelrios@example.net,+55 640965466,Brasil,Andrade de Campos,"Praia Alves, 2, Bairro Das Indústrias Ii, 39897886 Lopes / RN",2023-11-12,2004-08-05,Femenino,Activo,Tienda física
CL-00043,Roberta,Galván,SIM-7509644Y,higuerasfelisa@example.com,+34 684549158,España,Burgos,"Paseo Mónica Salvador 268 Puerta 8 , Barcelona, 08807",2024-09-27,2001-08-31,Masculino,Activo,Web
CL-00044,Sosimo,Catalán,SIM-8871677W,edmundorojas@example.org,+34 613411682,España,Ciudad,"Via de Gregorio Blázquez 96, Málaga, 49964",2025-05-21,1979-07-01,Femenino,Activo,Web
CL-00045,Jessica,Rivera,SIM-3968174F,jasmine69@example.net,+1 659467121,Estados Unidos,Jacksonborough,"66833 Dustin Estates Suite 642, Jorgehaven, MH 19442",2025-03-18,1990-05-06,Otro,Activo,Instagram
CL-00046,Vitor Gabriel,da Cruz,SIM-X0981042T,portoelisa@example.net,+55 696201650,Brasil,Souza de Goiás,"Vale Isaac Freitas, 83, Caetano Furquim, 93086586 Costela de Gomes / PR",2023-11-22,1952-05-04,Otro,Activo,Instagram
CL-00047,淳,林,SIM-Y1294927G,qmurakami@example.com,+81 645151984,Japón,印旛郡栄町,大分県調布市高田馬場33丁目1番17号 コーポ独鈷沢036,2025-07-28,1971-07-13,Otro,Inactivo,Instagram
CL-00048,Gabriela,Peixoto,SIM-1403795J,kevin35@example.net,+55 682473095,Brasil,Guerra,"Fazenda de Monteiro, Acaba Mundo, 39050-583 Ferreira do Campo / TO",2023-11-12,1986-04-16,Masculino,Activo,Instagram
CL-00049,Clemente,Nazario,SIM-5331680G,hernandesagustin@example.org,+52 677807348,México,San Alvaro los bajos,"Calle Sur Otero 603 361, San Margarita los altos, YUC 07163",2025-07-14,1959-12-30,Femenino,Activo,Instagram
CL-00050,Annita,Schäfer,SIM-4547697E,corinnamentzel@example.com,+49 656288718,Alemania,Suhl,"Putzweg 5/6, 00758 Ebersberg",2024-10-09,1949-05-26,Femenino,Activo,Web
CL-00051,Uriel,Valdez,SIM-4424320V,cavazosanel@example.net,+52 622549986,México,San Isaac los bajos,"Viaducto Baja California Sur 283 Edif. 831 , Depto. 497, San Ángel los bajos, NAY 79429-5456",2024-08-25,1975-01-27,Otro,Activo,Instagram
CL-00052,Clarice,Fonseca,SIM-Y1330009B,halbuquerque@example.org,+55 666064557,Brasil,Martins,"Feira de Barros, 25, Vila Rica, 85360106 Pimenta Grande / MA",2024-12-28,1960-10-15,Femenino,Activo,Instagram
CL-00053,José Antonio,Morán,SIM-1270076Q,jarnaiz@example.org,+34 654558342,España,Guadalajara,"Glorieta Óscar Martinez 94, Las Palmas, 13706",2025-03-14,1995-10-30,Femenino,Inactivo,Web
CL-00054,平,甘,SIM-Z2328366F,luoli@example.net,+86 665426538,China,西宁市,黑龙江省台北县闵行关岭街b座 341363,2023-11-23,1951-10-12,Femenino,Suspendido,Instagram
CL-00055,Edelmiro,Corbacho,SIM-3592288X,matias17@example.com,+1-809 619894957,Dominican Republic,Málaga,"Via María Fernanda Acero 49, Tarragona, 23226",2025-02-17,1961-10-04,Otro,Activo,Referido
CL-00056,Joshua,Daniel,SIM-3638135H,adriennebailey@example.org,+1 692602065,Estados Unidos,Lake Manuel,"401 Joseph River Apt. 037, Lake John, NJ 72885",2024-01-25,1965-03-26,Masculino,Activo,Tienda física
CL-00057,Олимпиада,Карпова,SIM-X0994160P,volkovostap@example.com,+7 665107658,Rusia,с. Пушкин,"ст. Соликамск, ул. Дорожников, д. 827, 200142",2024-08-31,1979-07-13,Masculino,Activo,Tienda física
CL-00058,Giulio,Castioni,SIM-Y1595723Y,andreottivincenza@example.com,+39 657563351,Italia,Spilamberto,"Viale Dellucci, 39 Piano 0, 16032, San Fruttuoso (GE)",2025-03-31,1980-10-18,Femenino,Activo,Tienda física
CL-00059,芳,陈,SIM-Y1918543K,yong87@example.com,+86 608033256,China,健市,广东省秀荣市新城郑街S座 784082,2024-02-01,1945-07-24,Otro,Activo,Instagram
CL-00060,博,王,SIM-2484614Q,kli@example.org,+86 600072233,China,慧市,黑龙江省兴城市萧山刘路v座 672002,2024-01-01,1982-03-22,Masculino,Activo,Instagram
CL-00061,桂香,马,SIM-Y1136377Q,wanwei@example.com,+86 664665088,China,帅县,湖北省建市高坪丰街Q座 295665,2025-06-07,1985-09-07,Femenino,Activo,Tienda física
CL-00062,Olivia,Vega,SIM-6786983M,grollins@example.net,+1 687894703,Estados Unidos,Valenciachester,"USNV Robbins, FPO AA 02082",2024-03-04,2001-05-09,Femenino,Activo,Web
CL-00063,Jordi,Moliner,SIM-Y1836823C,mariaaparicio@example.com,+34 616074273,España,Ciudad,"Paseo Graciano Asenjo 509, Zamora, 13583",2024-10-22,2000-11-29,Masculino,Inactivo,Web
CL-00064,David,Bowman,SIM-9645681X,isnyder@example.net,+1 667846058,Estados Unidos,New Geraldview,"Unit 2496 Box 5882, DPO AE 61047",2024-05-22,2000-01-19,Masculino,Activo,Tienda física
CL-00065,Jade,Andrade,SIM-2084197Y,arthurcunha@example.net,+55 663879026,Brasil,Rios,"Praia Barros, Vila Copacabana, 08674-413 Cavalcanti do Oeste / PR",2024-04-13,1949-07-30,Otro,Inactivo,Instagram
CL-00066,婷,张,SIM-Z2431828S,junwan@example.com,+86 609974825,China,婷市,山东省琴县海陵李路v座 484369,2024-10-02,1955-03-23,Femenino,Activo,Instagram
CL-00067,晨,田,SIM-9129176Q,yliu@example.org,+86 647506055,China,台北县,四川省宁德市城东钱街t座 820197,2024-07-23,1951-10-21,Masculino,Inactivo,Tienda física
CL-00068,Noa,Segura,SIM-Z2769456A,rcerro@example.com,+58 600742519,Venezuela,Valencia,"Pasadizo de Godofredo Salazar 89, Lugo, 11074",2025-05-24,1955-11-08,Femenino,Activo,Web
CL-00069,Espiridión,Pareja,SIM-4610662J,aguedagarrido@example.net,+34 627806821,España,Salamanca,"Callejón Bernardo Albero 65 Apt. 85 , Navarra, 08821",2024-07-27,1964-09-16,Masculino,Activo,Referido
CL-00070,英樹,山口,SIM-Y1271488W,akiraokamoto@example.net,+81 691002490,Japón,世田谷区,三重県長生郡白子町千塚14丁目27番15号 シティ橋場357,2024-01-21,1979-12-20,Otro,Activo,Tienda física
CL-00071,Irma,Cattaneo,SIM-Z2844831F,lbotta@example.org,+39 615186610,Italia,Velletri,"Vicolo Alberico, 2 Appartamento 8, 35124, Salboro (PD)",2024-06-01,1978-10-08,Otro,Activo,Web
CL-00072,Ana Clara,Sales,SIM-Z2876263K,maria-juliada-costa@example.org,+55 673239540,Brasil,das Neves,"Campo Jesus, 618, Alta Tensão 2ª Seção, 80645-067 Porto da Praia / AL",2025-07-08,1991-01-08,Femenino,Activo,Tienda física
CL-00073,Marcelo,Lobo,SIM-Z2104584S,jose-carlos51@example.net,+1-809 607065897,Dominican Republic,Huelva,"Rambla Severiano Valderrama 29 Puerta 5 , Valencia, 42437",2023-10-12,1968-06-15,Masculino,Activo,Web
CL-00074,Lucas,Villegas,SIM-X0994270A,sonia88@example.org,+1-809 675333255,Dominican Republic,Girona,"Acceso Augusto Palomo 43 Apt. 93 , Jaén, 09987",2024-06-28,1982-03-27,Masculino,Suspendido,Web
CL-00075,Lucas,Guillet,SIM-4219653G,agathe59@example.org,+33 664622422,Francia,Sainte Margauddan,"272, rue Emmanuelle Foucher, 64818 Gauthier",2024-10-06,1977-09-16,Masculino,Activo,Instagram
CL-00076,Вышеслав,Тимофеев,SIM-9152927P,semen_1975@example.net,+7 648035247,Rusia,д. Ясный (Оренб.),"г. Калуга, пр. Полевой, д. 7/8, 828152",2024-06-17,1949-04-01,Otro,Activo,Tienda física
CL-00077,太一,藤原,SIM-X0553147C,xsakamoto@example.com,+81 675291541,Japón,南房総市,徳島県我孫子市箭坪26丁目3番9号,2024-08-24,1992-11-26,Masculino,Suspendido,Instagram
CL-00078,Jesusa,Llobet,SIM-6793943L,cbarrio@example.net,+34 679231108,España,Málaga,"Camino de Rogelio Guerrero 98, Guipúzcoa, 34165",2024-04-26,2007-07-27,Masculino,Activo,Referido
CL-00079,建国,邱,SIM-7304405L,juan06@example.com,+86 669103547,China,杨市,贵州省阜新市江北苏路O座 851254,2024-05-13,1979-10-14,Otro,Activo,Web
CL-00080,Fabiana,Calvet,SIM-9590013W,jesus30@example.org,+58 688258905,Venezuela,Baleares,"Pasadizo de Jose Carlos Roselló 98, Tarragona, 44140",2025-01-28,1995-05-09,Masculino,Inactivo,Instagram
CL-00081,Hilde,Koch,SIM-3716002F,schlosserjolanda@example.org,+49 617046766,Alemania,Regen,"Patricia-Hauffer-Straße 9, 09710 Kitzingen",2025-08-05,1968-12-24,Femenino,Activo,Tienda física
CL-00082,Gonzalo,Mireles,SIM-3451418S,tquinones@example.net,+52 649232141,México,Vieja Nueva Zelandia,"Diagonal Baja California Sur 420 Edif. 430 , Depto. 271, Nueva Uganda, BCS 37633",2025-01-10,1992-07-29,Femenino,Inactivo,Instagram
CL-00083,Luis,Piquer,SIM-8492971Z,maria-dolorespaz@example.net,+58 602764742,Venezuela,Álava,"Alameda Natalio Girona 836, Granada, 16080",2023-12-06,1999-08-30,Otro,Activo,Tienda física
CL-00084,Liliana,Cañas,SIM-Z2596223Y,rperello@example.net,+34 606168194,España,Tarragona,"Callejón Pilar Peiró 52, Girona, 44954",2025-08-06,1974-10-01,Femenino,Inactivo,Web
CL-00085,帅,戴,SIM-8288068H,jiali@example.org,+86 605153428,China,合山市,河北省东县丰都王街E座 891586,2024-08-29,1965-01-04,Otro,Suspendido,Referido
CL-00086,浩,鈴木,SIM-X0292808H,yuta63@example.net,+81 689500419,Japón,練馬区,佐賀県香取市津久戸町4丁目18番2号,2024-10-08,1968-02-22,Femenino,Activo,Web
CL-00087,Rachel,Chavez,SIM-6011491G,kyle60@example.net,+1 672987507,Canadá,Lake Josephland,"608 Thomas Glens Suite 238, Erikville, NT A3P 4A5",2024-02-14,1977-01-10,Otro,Activo,Web
CL-00088,Melissa,Gottardi,SIM-3771754F,coluccio05@example.net,+39 655590626,Italia,Sarmede,"Incrocio Carmelo, 44 Appartamento 27, 37051, Bovolone (VR)",2024-06-27,1952-10-20,Otro,Activo,Referido
CL-00089,建国,戴,SIM-Z2297115J,daichao@example.org,+86 617321131,China,玉英县,宁夏回族自治区宜都县和平晏街w座 914809,2024-02-20,1970-08-24,Otro,Inactivo,Web
CL-00090,Артемий,Крюков,SIM-9043931D,terentevvasili@example.net,+7 659324770,Rusia,п. Североморск,"ст. Салехард, ул. Кольцова, д. 8/5 к. 79, 705182",2024-05-06,1974-08-15,Femenino,Activo,Instagram
CL-00091,Epifanio,Echevarría,SIM-Z2876652L,lucianoosuna@example.org,+58 612922567,Venezuela,Teruel,"Cañada de Georgina Rodríguez 2, Pontevedra, 48818",2024-12-26,1954-11-17,Masculino,Activo,Tienda física
CL-00092,Aránzazu,Alba,SIM-X0765195P,obduliaverdu@example.net,+1-809 655032382,Dominican Republic,Segovia,"Pasaje Anselma Posada 32 Puerta 7 , Sevilla, 13840",2025-02-18,1983-05-16,Otro,Activo,Referido
CL-00093,Rafa,Guzmán,SIM-Z2335900C,zbarroso@example.org,+1-809 624276189,Dominican Republic,Pontevedra,"Ronda de Bruno Cabrero 21, Tarragona, 11517",2024-01-09,1948-09-09,Femenino,Activo,Web
CL-00094,Marjan,Krebs,SIM-Z2503854M,rherrmann@example.com,+49 609232990,Alemania,Mallersdorf,"Larissa-Albers-Weg 86, 80512 Euskirchen",2024-09-24,1991-07-26,Femenino,Activo,Referido
CL-00095,明美,佐藤,SIM-8748310F,uyoshida@example.org,+81 611221284,Japón,葛飾区,高知県墨田区大京町8丁目8番16号 シティ権現堂993,2025-03-03,2006-08-23,Otro,Activo,Web
CL-00096,Joana,Abreu,SIM-9752200Q,britobenjamim@example.org,+55 634039651,Brasil,Albuquerque de Goiás,"Jardim Rebeca Carvalho, 714, Santa Cruz, 92126-652 Pinto / AM",2024-12-27,1952-10-30,Masculino,Activo,Instagram
CL-00097,Ottfried,Klotz,SIM-X0350172C,stahralban@example.net,+49 627090247,Alemania,Saulgau,"Gießstraße 8615, 48590 Nordhausen",2024-05-27,1947-01-27,Masculino,Activo,Instagram
CL-00098,Nico,Gonzalo,SIM-X0404898Y,psalmeron@example.org,+58 614891371,Venezuela,Ávila,"Camino de Eloy Navarro 122, Alicante, 37482",2024-11-01,2004-04-23,Otro,Activo,Referido
CL-00099,Daniela,Henríquez,SIM-X0611123J,berrioshelena@example.com,+52 623544578,México,Nueva Uruguay,"Periférico Prieto 243 Edif. 682 , Depto. 475, Nueva Francia, SIN 20859-4009",2024-11-22,1946-07-15,Femenino,Activo,Instagram
CL-00100,Ettore,Rensi,SIM-X0212010L,cassandraparpinel@example.net,+39 666830629,Italia,Todi,"Contrada Travia, 54, 13025, Fobello (VC)",2025-07-18,2005-02-17,Otro,Activo,Web
CL-00101,Hélène,Thomas,SIM-7447833L,odettepinto@example.com,+33 632426932,Francia,Mace,"avenue Nicole Dias, 52301 Vallet",2024-10-25,2001-09-30,Femenino,Activo,Referido
CL-00102,David,Wolf,SIM-5853181A,vvelez@example.com,+1 674352778,Canadá,Clarktown,"2371 Andersen Turnpike Suite 348, Wilsontown, PE R1R9X5",2025-09-13,1977-02-18,Otro,Activo,Referido
CL-00103,Francisco,Feliu,SIM-5836585J,zcervera@example.net,+1-809 684256840,Dominican Republic,Asturias,"Plaza de Rosalina Vergara 76 Piso 5 , Málaga, 36197",2025-01-03,1955-10-18,Femenino,Activo,Web
CL-00104,Marcio,Osorio,SIM-4769119T,epuig@example.net,+58 673337493,Venezuela,Albacete,"Pasaje de Amparo Burgos 491, Palencia, 26040",2025-08-04,1979-02-08,Femenino,Activo,Web
CL-00105,Wilfrido,Espinal,SIM-Y1233821D,amalia22@example.com,+52 621754786,México,San Ana María los bajos,"Calzada Colón 503 073, San Esther los altos, GRO 17151-3272",2025-06-12,2004-09-30,Masculino,Activo,Referido
CL-00106,Henriette,Rousseau,SIM-7579477B,mbousquet@example.com,+33 659247513,Francia,Guillou,"77, chemin Noël Gimenez, 21448 Saint Claudenec",2025-03-10,1965-06-24,Masculino,Activo,Tienda física
CL-00107,Sarah,Harris,SIM-3320011F,sara44@example.net,+1 633501066,Canadá,Port Heather,"114 Kevin Meadows Suite 389, Port Racheltown, PE H7R9H8",2024-02-21,1950-01-07,Masculino,Activo,Instagram
CL-00108,Begoña,Azcona,SIM-Z2475750F,clemente75@example.org,+58 657871709,Venezuela,Ceuta,"Rambla Humberto Lucena 36 Puerta 5 , Guadalajara, 32728",2024-05-18,1980-05-01,Otro,Activo,Instagram
CL-00109,Lola,Rosales,SIM-5512423J,qcasares@example.com,+34 641032945,España,Alicante,"Avenida Teobaldo Heras 71 Puerta 6 , Zamora, 43327",2024-12-17,2005-08-22,Masculino,Inactivo,Tienda física
CL-00110,Amélie,Ribeiro,SIM-9777479H,bpineau@example.net,+33 689667460,Francia,Pottier-la-Forêt,"81, avenue de Boulanger, 41972 Joubert",2024-02-25,1951-01-03,Otro,Activo,Instagram
CL-00111,Raúl,Ramis,SIM-2221584Z,canizaresmaximiliano@example.net,+1-809 617390097,Dominican Republic,Lugo,"Ronda Cipriano Lozano 22 Puerta 0 , Segovia, 28594",2024-01-26,1987-03-05,Femenino,Suspendido,Tienda física
CL-00112,Estefanía,Mares,SIM-5076342N,nalfaro@example.org,+52 628204346,México,Vieja Turkmenistán,"Retorno Alcántar 921 Interior 720, San Noemí los altos, TAB 12717",2024-05-03,1981-07-14,Femenino,Inactivo,Web
CL-00113,Dafne,Crespo,SIM-Z2151343S,ibarbera@example.net,+34 658527781,España,Madrid,"Ronda de Manolo Canals 53, Sevilla, 05235",2023-11-02,1999-05-09,Femenino,Activo,Web
CL-00114,Chris,Russell,SIM-2132717L,kristina75@example.net,+1 641657626,Estados Unidos,Newmanmouth,"1006 Tammy Camp Apt. 027, South Sandy, MN 50757",2024-06-29,1994-07-12,Femenino,Inactivo,Instagram
CL-00115,James,Soto,SIM-5755182F,amy11@example.org,+1 636201731,Estados Unidos,Shafferton,"89456 Fitzpatrick Glen Suite 138, East Joshua, NE 41923",2024-10-05,1976-07-15,Masculino,Activo,Tienda física
CL-00116,Гурий,Белов,SIM-4919811L,andre_1981@example.net,+7 680315478,Rusia,г. Череповец,"п. Калининград, пер. 30 лет Победы, д. 1/2 к. 968, 524477",2024-02-12,1946-01-01,Masculino,Activo,Tienda física
CL-00117,Nacio,Jove,SIM-Z2222930A,nicolasvictoria@example.net,+1-809 631483301,Dominican Republic,Soria,"Urbanización de Andrés Felipe Font 65, Salamanca, 08884",2024-08-09,1983-02-28,Masculino,Activo,Instagram
CL-00118,Travis,Green,SIM-Y1441856D,yho@example.com,+1 699121494,Canadá,South Nathanville,"161 Kyle Avenue Suite 654, Christinaville, QC L6S5B7",2024-04-01,1982-06-20,Femenino,Activo,Referido
CL-00119,Marcus,Riley,SIM-6749937N,stevensjulie@example.net,+1 687466906,Estados Unidos,Lake Hayleyborough,"0148 Quinn Way, Katelyntown, NE 84752",2025-06-12,1982-07-25,Masculino,Activo,Referido
CL-00120,玲,傅,SIM-6955881Z,lei77@example.net,+86 679488325,China,婷婷市,西藏自治区乌鲁木齐市上街巢湖路U座 686426,2025-04-28,1998-02-10,Otro,Inactivo,Tienda física
CL-00121,Michel,Lindner,SIM-5844895C,aernst@example.net,+49 634937050,Alemania,Ludwigslust,"Ingo-Barth-Platz 9/1, 12949 Hildburghausen",2024-11-24,1953-11-13,Femenino,Inactivo,Referido
CL-00122,太郎,山口,SIM-Z2764276K,dyamamoto@example.net,+81 614455230,Japón,品川区,群馬県足立区東三島4丁目22番13号 パーク中三依773,2025-04-20,1954-12-16,Masculino,Activo,Referido
CL-00123,Moreno,Ramis,SIM-2926186B,bibianaparedes@example.com,+1-809 676584140,Dominican Republic,Barcelona,"Cuesta Marciano Donaire 18, Salamanca, 38694",2024-04-07,1988-06-02,Otro,Suspendido,Referido
CL-00124,Zaira,Santoro,SIM-6388892K,malonzi@example.net,+39 621850671,Italia,Pornello,"Strada Melania, 0, 19038, Santa Caterina (SP)",2024-05-06,1963-10-05,Femenino,Activo,Web
CL-00125,James,Mann,SIM-2439812H,danielwyatt@example.net,+1 636773638,Canadá,Christinaview,"77044 Micheal Street Apt. 892, Darrenshire, AB P3H5R2",2024-11-15,1995-02-24,Otro,Inactivo,Tienda física
